種類,価格情報区分,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,取引価格（総額）,間取り,面積（㎡）,建築年,建物の構造,用途,今後の利用目的,都市計画,建ぺい率（％）,容積率（％）,取引時期,改装,取引の事情等,単価（円/㎡）
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,14.0,"32,000,000",４ＬＤＫ,100,1996年,ＲＣ,,住宅,準工業,60.0,300.0,2021年第4四半期,,,"320,000"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,9.0,"40,000,000",４ＬＤＫ,80,1986年,ＲＣ,住宅,住宅,近隣商業,80.0,300.0,2021年第4四半期,改装済み,,"500,000"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,2.0,"26,000,000",１ＤＫ,45,1989年,ＳＲＣ,住宅,住宅,１種住居,60.0,400.0,2021年第3四半期,未改装,,"577,777"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,1.0,"28,000,000",１ＬＤＫ＋Ｓ,50,1988年,ＳＲＣ,住宅,住宅,１種住居,60.0,400.0,2021年第3四半期,未改装,,"560,000"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,2.0,"37,000,000",３ＬＤＫ,80,1989年,ＳＲＣ,住宅,住宅,１種住居,60.0,400.0,2021年第3四半期,未改装,,"462,500"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,14.0,"33,000,000",４ＬＤＫ,80,2001年,ＳＲＣ,住宅,住宅,１種住居,60.0,300.0,2021年第2四半期,未改装,,"412,500"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,1.0,"40,000,000",３ＬＤＫ,65,1988年,ＳＲＣ,,住宅,１種住居,60.0,400.0,2021年第2四半期,改装済み,,"615,384"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,1.0,"30,000,000",２ＤＫ,50,1988年,ＳＲＣ,住宅,住宅,１種住居,60.0,400.0,2021年第2四半期,改装済み,,"600,000"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,10.0,"53,000,000",４ＬＤＫ,65,1994年,ＳＲＣ,,住宅,１種住居,60.0,300.0,2021年第1四半期,改装済み,,"815,384"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,9.0,"24,000,000",４ＬＤＫ,80,1986年,ＲＣ,,住宅,近隣商業,80.0,300.0,2021年第1四半期,未改装,,"300,000"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,11.0,"10,000,000",２ＤＫ,50,1986年,ＳＲＣ,住宅,その他,近隣商業,80.0,300.0,2020年第4四半期,未改装,,"200,000"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,10.0,"43,000,000",,65,2008年,ＲＣ,住宅,住宅,１種住居,60.0,300.0,2020年第4四半期,未改装,,"661,538"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,2.0,"48,000,000",４ＬＤＫ,100,1989年,ＲＣ,,住宅,１種住居,60.0,400.0,2020年第4四半期,改装済み,,"480,000"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,10.0,"50,000,000",３ＬＤＫ,80,2008年,ＲＣ,住宅,,１種住居,60.0,300.0,2020年第4四半期,改装済み,,"625,000"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,2.0,"38,000,000",３ＬＤＫ,75,1989年,ＲＣ,住宅,住宅,１種住居,60.0,400.0,2020年第4四半期,改装済み,,"506,666"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,11.0,"24,000,000",２ＤＫ,50,1986年,ＳＲＣ,,住宅,近隣商業,80.0,300.0,2020年第4四半期,未改装,,"480,000"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,1.0,"45,000,000",３ＬＤＫ,70,1988年,ＳＲＣ,,住宅,１種住居,60.0,400.0,2020年第4四半期,改装済み,,"642,857"
中古マンション等,不動産取引価格情報,13123,東京都,江戸川区,小松川,東大島,10.0,"21,000,000",２ＬＤＫ,50,1986年,ＳＲＣ,住宅,,近隣商業,80.0,300.0,2020年第3四半期,未改装,,"420,000"
