取引価格（総額）,面積（㎡）,最寄駅：距離（分）,建築年,築年数,市区町村コード
59000000,55,13,2017,8,2
55000000,55,2,1998,27,2
9600000,15,9,1988,37,2
62000000,60,2,1995,30,2
61000000,50,15,2017,8,2
46000000,55,16,1987,38,2
100000000,80,16,2004,21,2
7000000,15,16,1990,35,2
80000000,65,19,2023,2,2
27000000,25,9,2012,13,2
95000000,70,1,2004,21,2
48000000,50,4,1995,30,2
45000000,55,6,1975,50,2
22000000,20,2,1996,29,2
56000000,55,10,1997,28,2
8100000,10,7,1984,41,2
83000000,75,4,1987,38,2
36000000,50,6,1971,54,2
94000000,110,4,1987,38,2
38000000,25,8,2020,5,2
82000000,65,9,2006,19,2
86000000,65,6,1998,27,2
40000000,40,9,1981,44,2
21000000,20,5,2003,22,2
65000000,55,8,1986,39,2
170000000,60,7,2023,2,32
160000000,80,5,2019,6,32
150000000,70,10,2015,10,32
76000000,65,7,1978,47,32
140000000,75,5,1997,28,32
90000000,45,9,2002,23,32
180000000,85,1,1965,60,32
78000000,70,6,2009,16,32
40000000,50,11,1968,57,32
85000000,75,6,2009,16,32
170000000,80,6,2007,18,32
120000000,55,1,1965,60,32
87000000,45,7,1999,26,32
71000000,55,6,1997,28,32
510000000,125,5,2018,7,32
72000000,50,7,1986,39,32
46000000,40,6,2009,16,32
87000000,60,5,1997,28,32
120000000,80,9,1969,56,32
41000000,35,9,1972,53,32
58000000,50,6,2009,16,32
20000000,20,5,1981,44,32
96000000,55,8,1973,52,32
25000000,30,4,1985,40,32
63000000,55,5,1998,27,32
69000000,40,1,2000,25,32
59000000,25,4,2016,9,32
45000000,40,7,1983,42,32
34000000,40,7,1969,56,32
160000000,95,7,2001,24,32
25000000,45,5,1978,47,32
72000000,75,11,2013,12,32
30000000,40,7,1984,41,32
130000000,95,10,1998,27,32
100000000,75,10,2017,8,32
31000000,40,4,1974,51,32
14000000,15,8,1988,37,32
50000000,35,10,2018,7,32
22000000,35,5,1978,47,32
45000000,50,8,1995,30,32
50000000,55,6,1987,38,32
68000000,50,7,2015,10,32
160000000,120,9,1993,32,32
93000000,60,13,2013,12,32
38000000,40,15,2004,21,32
83000000,65,12,2013,12,32
230000000,85,13,2017,8,32
21000000,20,3,1983,42,32
34000000,25,8,2003,22,32
84000000,70,5,1977,48,32
180000000,90,11,2013,12,32
110000000,60,3,2013,12,32
150000000,65,2,2019,6,32
120000000,65,10,2008,17,32
22000000,25,8,1987,38,32
270000000,120,9,2008,17,32
300000000,110,2,2019,6,32
210000000,90,9,2013,12,32
120000000,60,5,2022,3,32
58000000,60,9,1968,57,32
65000000,45,6,2000,25,32
210000000,75,9,2020,5,32
93000000,40,8,2020,5,32
160000000,75,8,2020,5,32
210000000,85,8,2020,5,32
78000000,70,5,1973,52,32
120000000,45,8,2020,5,32
160000000,95,7,1998,27,32
85000000,55,8,1999,26,32
62000000,45,10,1999,26,32
350000000,170,7,1984,41,32
44000000,35,3,2004,21,32
130000000,90,4,2011,14,32
44000000,40,3,1998,27,32
110000000,65,10,2006,19,32
180000000,110,2,1984,41,32
43000000,50,2,1985,40,32
160000000,55,8,2011,14,32
270000000,85,3,2019,6,32
41000000,40,3,1984,41,32
260000000,85,3,2019,6,32
75000000,45,1,2016,9,32
50000000,45,3,1984,41,32
470000000,135,3,2007,18,32
80000000,35,1,2016,9,32
430000000,115,4,2021,4,32
250000000,80,6,2015,10,32
44000000,60,9,1979,46,32
42000000,40,4,1969,56,32
70000000,65,4,1970,55,32
29000000,40,11,1981,44,32
90000000,50,10,2021,4,32
26000000,40,12,1966,59,32
160000000,80,10,2021,4,32
33000000,40,10,1982,43,32
110000000,65,4,1999,26,32
110000000,80,5,1998,27,32
96000000,85,8,1979,46,32
35000000,45,9,1969,56,32
25000000,50,5,1972,53,32
150000000,70,6,2023,2,32
25000000,50,5,1972,53,32
13000000,35,10,1968,57,32
61000000,65,3,1998,27,32
12000000,15,4,1985,40,32
25000000,55,9,1970,55,32
45000000,30,9,2023,2,32
21000000,25,7,2001,24,32
82000000,60,5,1999,26,32
73000000,55,2,1999,26,32
30000000,35,2,1972,53,32
44000000,50,5,2004,21,32
27000000,25,5,2000,25,32
42000000,45,7,1978,47,32
57000000,55,3,2006,19,32
100000000,70,6,1996,29,32
60000000,35,6,2020,5,32
44000000,50,8,1977,48,32
77000000,70,2,1978,47,32
50000000,45,9,1977,48,32
120000000,80,6,2001,24,32
110000000,105,5,1970,55,32
22000000,25,7,1976,49,32
58000000,35,14,2017,8,32
23000000,30,2,1982,43,32
63000000,55,4,1997,28,32
19000000,25,9,1976,49,32
150000000,80,9,2017,8,32
23000000,20,4,1979,46,32
170000000,80,5,2000,25,32
23000000,30,6,1975,50,32
62000000,55,5,2005,20,32
26000000,25,5,2002,23,32
31000000,45,3,1968,57,32
63000000,50,7,1998,27,32
360000000,100,7,2003,22,32
140000000,70,8,2013,12,32
70000000,45,7,2004,21,32
72000000,65,10,2009,16,32
130000000,55,2,2010,15,32
130000000,90,7,2004,21,32
83000000,65,3,1983,42,32
180000000,95,5,1983,42,32
180000000,70,8,2013,12,32
84000000,60,9,2001,24,32
85000000,50,5,2021,4,32
79000000,45,5,2021,4,32
94000000,45,5,2011,14,32
220000000,90,7,2019,6,32
170000000,65,3,2016,9,32
25000000,25,10,2004,21,32
53000000,35,7,2009,16,32
84000000,55,6,2000,25,32
99000000,45,7,2022,3,32
200000000,40,5,2023,2,32
56000000,50,8,1970,55,32
45000000,50,7,1986,39,32
22000000,25,2,2003,22,32
24000000,25,6,1999,26,32
110000000,75,3,1997,28,32
30000000,40,4,1978,47,32
30000000,40,4,1984,41,32
48000000,25,4,2008,17,32
56000000,45,5,1965,60,32
160000000,60,1,2012,13,32
42000000,50,8,1968,57,32
190000000,55,1,2020,5,32
94000000,45,5,2008,17,32
30000000,30,7,1985,40,32
45000000,30,7,1974,51,32
120000000,60,8,2001,24,32
90000000,55,7,2000,25,32
43000000,35,3,1998,27,32
49000000,45,3,1998,27,32
83000000,45,4,2020,5,32
110000000,60,5,2020,5,32
75000000,55,4,1999,26,32
30000000,35,5,1971,54,32
380000000,85,1,2023,2,32
65000000,35,9,2015,10,32
59000000,40,5,2000,25,32
91000000,55,3,2005,20,32
53000000,40,3,1998,27,32
130000000,45,1,2024,1,32
130000000,45,1,2023,2,32
19000000,35,5,1971,54,32
46000000,55,4,1972,53,32
130000000,45,1,2023,2,32
150000000,65,3,2016,9,32
35000000,35,6,1967,58,32
170000000,60,1,2023,2,32
21000000,30,3,1980,45,32
270000000,80,1,2023,2,32
36000000,40,8,1971,54,32
130000000,45,1,2023,2,32
120000000,45,1,2023,2,32
110000000,60,2,2022,3,32
130000000,60,2,2022,3,32
120000000,80,6,2000,25,32
150000000,75,8,2017,8,32
45000000,45,7,1983,42,32
83000000,65,10,1997,28,32
160000000,80,8,2017,8,32
44000000,35,8,2017,8,32
52000000,45,9,1999,26,32
44000000,30,6,2004,21,32
76000000,50,6,2019,6,32
22000000,20,6,1996,29,32
37000000,25,7,2002,23,32
35000000,20,7,2010,15,32
100000000,50,10,2016,9,32
31000000,35,5,1970,55,32
75000000,40,1,2016,9,32
39000000,25,3,1986,39,32
100000000,50,7,2012,13,32
27000000,20,3,2005,20,32
25000000,20,8,2013,12,32
24000000,20,6,1999,26,32
17000000,15,3,1991,34,32
50000000,45,4,1978,47,32
46000000,55,5,1998,27,32
25000000,20,6,2008,17,32
44000000,30,8,2020,5,32
45000000,30,4,2018,7,32
270000000,85,4,2021,4,32
31000000,30,6,1972,53,32
29000000,20,8,1974,51,32
43000000,30,8,1974,51,32
63000000,50,8,1985,40,32
130000000,80,4,2004,21,32
160000000,65,7,2013,12,32
66000000,45,7,1970,55,32
55000000,40,3,1998,27,32
33000000,25,4,1998,27,32
82000000,55,4,1998,27,32
130000000,40,1,2023,2,32
19000000,30,4,1971,54,32
82000000,65,2,1979,46,32
43000000,40,4,1972,53,32
84000000,55,4,1998,27,32
55000000,35,5,2007,18,32
33000000,20,9,2014,11,32
97000000,30,4,2002,23,32
18000000,25,4,1977,48,32
26000000,20,8,1999,26,32
540000000,150,12,2023,2,32
83000000,35,12,2015,10,32
43000000,25,7,2004,21,32
22000000,25,5,1992,33,32
47000000,30,5,2018,7,32
34000000,30,4,2000,25,32
11000000,15,5,1987,38,32
24000000,20,6,2003,22,32
21000000,30,2,1972,53,32
30000000,30,2,1972,53,32
26000000,20,6,2003,22,32
49000000,40,6,2000,25,32
25000000,25,4,1999,26,32
60000000,35,7,2020,5,32
53000000,30,7,2004,21,32
50000000,65,5,2003,22,4
30000000,40,7,2009,16,4
58000000,65,6,1997,28,4
75000000,90,8,2011,14,4
25000000,50,1,1971,54,4
50000000,55,12,1984,41,4
23000000,35,9,1970,55,4
44000000,40,7,2004,21,4
49000000,35,3,2018,7,4
42000000,30,4,2018,7,4
15000000,55,5,1967,58,4
19000000,25,7,2009,16,4
48000000,50,3,1995,30,4
22000000,55,9,1961,64,4
55000000,65,7,2000,25,4
5800000,15,1,1980,45,4
77000000,70,6,2019,6,4
25000000,50,1,1971,54,4
67000000,50,6,2011,14,4
65000000,55,2,2015,10,4
32000000,50,10,1969,56,4
120000000,70,5,2020,5,4
53000000,55,9,1995,30,4
130000000,65,2,2012,13,4
17000000,30,3,1991,34,4
17000000,25,4,1972,53,4
70000000,45,2,2021,4,4
8400000,15,10,1985,40,4
85000000,55,7,2023,2,4
61000000,70,2,1978,47,4
27000000,50,6,1981,44,4
26000000,25,7,2006,19,4
46000000,60,12,1984,41,4
8000000,20,6,1989,36,4
16000000,20,6,1987,38,4
29000000,45,5,1987,38,4
25000000,45,2,1968,57,4
37000000,35,6,2018,7,4
19000000,30,4,1970,55,4
12000000,35,3,1972,53,4
98000000,55,2,2015,10,4
37000000,65,7,1969,56,4
60000000,85,2,1977,48,4
57000000,75,2,1968,57,4
80000000,80,7,1987,38,4
50000000,50,8,1996,29,4
20000000,30,2,1991,34,4
120000000,65,1,2024,1,4
70000000,65,2,2002,23,4
27000000,30,9,1974,51,4
38000000,40,2,2000,25,4
30000000,55,3,1971,54,4
68000000,85,9,2004,21,4
43000000,85,8,1971,54,4
38000000,40,12,2004,21,4
15000000,20,9,2006,19,4
8800000,25,6,1974,51,4
8500000,15,10,1984,41,4
90000000,70,15,2019,6,4
58000000,45,11,2019,6,4
23000000,45,3,1994,31,4
24000000,80,2,1968,57,4
83000000,75,7,2005,20,4
40000000,40,7,2005,20,4
37000000,100,12,1979,46,4
80000000,75,10,2018,7,4
26000000,55,8,1971,54,4
8900000,20,8,1987,38,4
54000000,55,8,1994,31,4
8000000,20,13,1988,37,4
73000000,70,12,2023,2,4
40000000,45,12,2009,16,4
68000000,75,9,2009,16,4
23000000,45,14,1969,56,4
43000000,60,3,1985,40,4
12000000,25,6,1971,54,4
20000000,30,5,1973,52,4
38000000,45,5,1998,27,4
69000000,60,2,2003,22,4
71000000,70,4,1994,31,4
15000000,30,1,1971,54,4
68000000,60,9,2021,4,4
87000000,60,1,2019,6,4
120000000,80,6,2013,12,4
20000000,60,6,1980,45,4
34000000,55,4,1998,27,4
58000000,75,2,2002,23,4
70000000,75,7,2016,9,4
68000000,100,7,2000,25,4
36000000,55,11,1973,52,4
5900000,15,5,1990,35,4
38000000,55,11,1973,52,4
80000000,75,9,2002,23,4
13000000,30,10,1972,53,4
72000000,65,3,2010,15,4
65000000,100,10,1989,36,4
65000000,65,10,2001,24,4
62000000,60,10,1998,27,4
60000000,55,10,2016,9,4
31000000,35,5,2006,19,4
68000000,70,5,1998,27,4
84000000,75,5,2006,19,4
80000000,70,8,2013,12,4
37000000,45,3,1985,40,4
39000000,40,3,2002,23,4
53000000,45,7,2013,12,4
37000000,45,3,1985,40,4
25000000,40,3,1983,42,4
50000000,65,4,1998,27,4
55000000,75,4,1998,27,4
25000000,20,8,2006,19,4
31000000,30,12,1997,28,4
8500000,10,10,1984,41,4
29000000,35,5,2000,25,4
82000000,70,9,2018,7,4
19000000,20,8,2004,21,4
28000000,25,9,2018,7,4
28000000,25,4,2014,11,4
29000000,25,4,2014,11,4
35000000,35,11,2011,14,4
33000000,35,8,2006,19,4
80000000,65,8,2015,10,4
35000000,35,2,2012,13,4
20000000,35,8,1997,28,4
48000000,55,6,1998,27,4
19000000,45,8,1970,55,4
38000000,65,8,1996,29,4
55000000,70,10,2000,25,4
72000000,70,8,2011,14,4
38000000,35,7,2009,16,4
24000000,25,6,2014,11,4
63000000,90,9,2000,25,4
42000000,40,2,1992,33,4
14000000,25,10,1970,55,4
28000000,20,4,2005,20,4
38000000,45,5,2001,24,4
97000000,70,4,2001,24,4
23000000,20,6,2001,24,4
19000000,30,3,1976,49,4
26000000,20,7,2006,19,4
16000000,15,7,1990,35,4
7000000,20,9,1987,38,4
26000000,20,7,2006,19,4
8000000,15,13,1988,37,4
52000000,55,7,2013,12,4
18000000,30,10,1974,51,4
37000000,30,7,2018,7,4
31000000,50,10,1974,51,4
76000000,50,2,2012,13,4
130000000,75,1,2015,10,4
36000000,25,2,2018,7,4
69000000,55,2,2003,22,4
65000000,55,3,2003,22,4
34000000,30,9,2004,21,4
23000000,20,7,2005,20,4
64000000,70,6,1972,53,4
57000000,45,6,1995,30,4
47000000,35,11,2019,6,4
24000000,20,8,2011,14,4
9000000,15,8,1984,41,4
24000000,25,8,2013,12,4
42000000,30,10,2011,14,4
55000000,65,10,2001,24,4
60000000,55,10,1996,29,4
99000000,70,8,2016,9,4
36000000,50,6,1985,40,4
50000000,60,4,1997,28,4
58000000,50,9,1998,27,4
8500000,15,10,1991,34,4
31000000,30,5,2006,19,4
37000000,30,7,2002,23,4
24000000,20,5,2006,19,4
30000000,25,7,2013,12,4
58000000,80,10,2007,18,22
62000000,75,10,2007,18,22
11000000,20,6,1991,34,22
60000000,75,10,2007,18,22
69000000,65,10,2007,18,22
60000000,40,6,2021,4,22
62000000,55,12,2017,8,22
22000000,35,2,1971,54,22
80000000,70,10,2011,14,22
61000000,55,10,2011,14,22
65000000,65,4,2006,19,22
15000000,30,3,1987,38,22
88000000,70,15,2017,8,22
86000000,70,15,2017,8,22
91000000,75,8,2008,17,22
45000000,40,4,2005,20,22
28000000,35,2,1972,53,22
93000000,70,15,2017,8,22
12000000,40,6,1972,53,22
58000000,55,7,2006,19,22
83000000,95,12,2001,24,22
64000000,75,15,1979,46,22
34000000,55,7,1971,54,22
41000000,45,6,1997,28,22
28000000,50,14,1970,55,22
75000000,55,9,2022,3,22
65000000,95,15,1979,46,22
85000000,90,6,1997,28,22
31000000,30,7,2006,19,22
25000000,35,8,1971,54,22
55000000,60,14,2016,9,22
74000000,85,13,2008,17,22
17000000,30,11,1972,53,22
62000000,90,9,1971,54,22
12000000,25,2,1970,55,22
81000000,65,6,2016,9,22
110000000,80,6,2016,9,22
40000000,45,6,2006,19,22
74000000,75,6,1995,30,22
44000000,70,13,1990,35,22
52000000,70,14,1990,35,22
80000000,85,10,1983,42,22
60000000,75,12,2003,22,22
52000000,45,5,2009,16,22
16000000,35,13,1979,46,22
92000000,65,8,2020,5,22
32000000,45,14,1985,40,22
7000000,15,9,1984,41,22
30000000,40,9,1976,49,22
52000000,45,2,2012,13,22
9600000,20,5,1985,40,22
64000000,65,7,2010,15,22
38000000,40,7,1991,34,22
71000000,60,7,2015,10,22
20000000,20,4,2007,18,22
82000000,75,6,2015,10,22
68000000,60,7,2015,10,22
43000000,55,2,2013,12,22
72000000,70,5,2017,8,22
73000000,70,5,2017,8,22
55000000,75,11,2008,17,22
78000000,100,7,2005,20,22
56000000,75,8,2005,20,22
49000000,60,9,1995,30,22
22000000,45,4,1970,55,22
37000000,35,4,2018,7,22
35000000,70,7,1981,44,22
83000000,75,14,2000,25,22
9500000,20,2,1985,40,22
48000000,90,4,1977,48,22
79000000,70,5,2013,12,22
53000000,100,3,1977,48,22
9500000,20,2,1985,40,22
56000000,75,18,2000,25,22
34000000,55,15,1984,41,22
90000000,80,17,2005,20,22
78000000,80,17,2005,20,22
90000000,80,17,2005,20,22
58000000,70,8,2000,25,22
60000000,75,6,1991,34,22
95000000,90,9,2000,25,22
67000000,60,9,2009,16,22
31000000,30,8,2020,5,22
39000000,55,6,1970,55,22
61000000,65,6,1997,28,22
65000000,65,9,2000,25,22
24000000,25,5,2003,22,22
11000000,30,5,1973,52,22
91000000,70,7,2021,4,22
33000000,50,3,1972,53,22
96000000,70,7,2021,4,22
88000000,105,9,1971,54,22
68000000,65,5,2000,25,22
7200000,30,2,1974,51,22
49000000,45,3,2020,5,22
24000000,35,6,1973,52,22
23000000,40,2,1971,54,22
68000000,75,8,2003,22,22
13000000,35,10,1976,49,22
75000000,75,8,2010,15,22
60000000,50,3,2018,7,22
40000000,35,3,2018,7,22
73000000,65,8,2006,19,22
19000000,30,3,1971,54,22
34000000,30,2,2007,18,22
120000000,75,3,2013,12,22
62000000,65,3,1996,29,22
52000000,80,9,2000,25,22
44000000,35,3,2018,7,22
29000000,35,3,1986,39,22
68000000,75,1,1972,53,22
53000000,65,3,2002,23,22
9000000,25,6,1974,51,22
74000000,70,6,2011,14,22
78000000,80,6,2011,14,22
55000000,60,5,2003,22,22
19000000,30,7,1972,53,22
60000000,60,7,2010,15,22
59000000,65,8,2016,9,22
77000000,75,8,2000,25,22
98000000,115,4,2003,22,22
72000000,75,9,2013,12,22
97000000,75,10,2013,12,22
78000000,80,4,1998,27,22
30000000,50,3,1976,49,22
62000000,55,8,2013,12,22
39000000,60,13,1985,40,22
82000000,70,5,2017,8,22
150000000,90,5,2009,16,22
160000000,95,6,2009,16,22
150000000,90,5,2009,16,22
25000000,25,7,2009,16,22
35000000,40,7,1972,53,22
31000000,40,7,1984,41,22
71000000,75,9,2009,16,22
39000000,55,6,1970,55,22
68000000,75,5,1971,54,22
33000000,40,7,1972,53,22
36000000,55,7,1969,56,22
51000000,90,8,1979,46,22
25000000,65,10,1980,45,22
45000000,75,11,1979,46,22
33000000,40,13,2004,21,22
50000000,55,13,2004,21,22
7600000,15,10,1984,41,22
65000000,80,11,2001,24,22
17000000,45,13,1977,48,22
83000000,70,14,2013,12,22
14000000,15,3,1984,41,22
49000000,40,2,2012,13,22
30000000,25,8,2016,9,22
42000000,25,10,2023,2,22
60000000,35,10,2023,2,22
42000000,25,10,2023,2,22
16000000,20,3,1986,39,22
42000000,25,10,2023,2,22
41000000,25,10,2023,2,22
58000000,70,12,2007,18,22
21000000,30,6,1996,29,22
65000000,50,5,2014,11,22
55000000,75,5,1999,26,22
61000000,75,5,1999,26,22
21000000,20,5,1998,27,22
32000000,40,6,1992,33,22
19000000,20,9,2004,21,22
11000000,15,9,1988,37,22
52000000,40,6,2008,17,22
25000000,35,7,1973,52,22
17000000,35,5,1973,52,22
1400000,15,6,1991,34,22
20000000,20,8,2005,20,22
22000000,30,2,1972,53,22
42000000,35,8,1987,38,22
31000000,25,4,2017,8,22
56000000,55,8,1987,38,22
14000000,15,2,1984,41,22
90000000,65,14,2017,8,22
33000000,40,3,2002,23,22
20000000,15,5,1997,28,22
25000000,20,8,2009,16,22
41000000,40,6,1997,28,22
66000000,50,8,2005,20,22
23000000,20,2,2004,21,22
23000000,20,10,2008,17,22
12000000,45,4,1988,37,22
13000000,20,3,1986,39,22
31000000,30,6,2006,19,22
29000000,25,7,2012,13,22
58000000,50,3,1996,29,22
90000000,55,9,1999,26,22
68000000,70,1,1972,53,22
69000000,70,6,2000,25,22
19000000,15,5,2002,23,22
31000000,30,13,2004,21,22
24000000,20,13,2004,21,22
51000000,55,10,1994,31,22
52000000,50,10,1996,29,22
28000000,25,5,2003,22,22
55000000,55,5,2003,22,22
21000000,20,6,2004,21,22
83000000,70,9,2000,25,22
17000000,20,7,1986,39,22
15000000,15,8,1996,29,22
8500000,15,9,1985,40,22
59000000,60,7,2016,9,22
35000000,35,11,2001,24,22
50000000,65,11,1985,40,22
25000000,30,4,2002,23,22
44000000,60,9,2000,25,22
29000000,25,6,2019,6,22
97000000,70,9,2013,12,22
150000000,80,5,2009,16,22
71000000,70,14,2015,10,22
11000000,30,1,1973,52,22
15000000,30,1,1973,52,22
8700000,15,8,1985,40,22
26000000,30,1,1973,52,22
47000000,65,6,1971,54,22
18000000,15,4,1992,33,22
80000000,60,4,1992,33,22
26000000,20,1,2007,18,22
26000000,20,5,2007,18,22
69000000,65,4,1997,28,22
80000000,65,11,1995,30,22
79000000,65,8,2007,18,22
53000000,65,2,2013,12,22
28000000,30,5,2001,24,22
43000000,45,9,1971,54,22
18000000,15,6,1992,33,22
24000000,20,4,2006,19,22
27000000,45,9,1971,54,22
31000000,40,10,1994,31,22
40000000,45,2,1987,38,22
23000000,25,1,2012,13,22
51000000,80,7,1979,46,22
27000000,25,9,2016,9,22
60000000,65,7,1974,51,22
18000000,20,15,1998,27,22
50000000,55,19,1999,26,22
110000000,100,21,2005,20,22
40000000,25,3,2023,2,22
40000000,25,3,2023,2,22
60000000,60,8,2000,25,22
11000000,15,9,1991,34,47
120000000,95,9,2006,19,47
20000000,20,8,2005,20,47
80000000,80,3,2005,20,47
50000000,60,8,1999,26,47
50000000,75,9,1979,46,47
99000000,85,9,2006,19,47
25000000,30,11,2013,12,47
71000000,70,9,2003,22,47
65000000,70,8,2002,23,47
42000000,40,2,2013,12,47
23000000,45,6,1969,56,47
28000000,45,6,1968,57,47
88000000,85,11,2000,25,47
39000000,100,5,1965,60,47
27000000,40,6,1968,57,47
14000000,25,5,1985,40,47
71000000,65,3,1999,26,47
51000000,55,4,2001,24,47
90000000,75,12,2022,3,47
12000000,20,5,1992,33,47
68000000,90,7,2012,13,47
45000000,55,3,1970,55,47
87000000,100,3,1976,49,47
94000000,120,2,1978,47,47
100000000,80,7,2006,19,47
110000000,65,12,2008,17,47
90000000,75,8,2022,3,47
44000000,50,3,1992,33,47
72000000,65,12,2005,20,47
73000000,65,7,2010,15,47
72000000,75,2,2007,18,47
80000000,75,6,2007,18,47
40000000,60,10,1978,47,47
35000000,25,5,2016,9,47
48000000,45,7,1998,27,47
170000000,75,6,2015,10,47
21000000,25,7,2001,24,47
170000000,85,1,2015,10,47
50000000,55,8,2011,14,47
100000000,75,9,1999,26,47
30000000,25,10,2019,6,47
93000000,55,4,2013,12,47
60000000,50,7,1999,26,47
46000000,55,4,1983,42,47
17000000,40,1,1977,48,47
50000000,40,5,2009,16,47
13000000,30,3,1975,50,47
19000000,55,5,1969,56,47
29000000,30,3,2007,18,47
100000000,75,2,2011,14,47
16000000,40,3,1981,44,47
100000000,75,2,2011,14,47
15000000,30,6,1994,31,47
62000000,75,11,2005,20,47
23000000,25,9,2007,18,47
11000000,20,8,1990,35,47
69000000,75,6,1997,28,47
100000000,75,2,2011,14,47
84000000,60,2,2011,14,47
28000000,30,6,2020,5,47
24000000,40,9,1981,44,47
86000000,70,5,2017,8,47
120000000,85,4,2012,13,47
8200000,15,5,1984,41,47
40000000,35,4,2016,9,47
92000000,70,5,2017,8,47
99000000,70,5,2017,8,47
60000000,55,10,1995,30,47
99000000,65,3,2019,6,47
120000000,90,6,2014,11,47
110000000,80,6,2010,15,47
48000000,45,10,2010,15,47
73000000,60,6,2010,15,47
21000000,30,2,1991,34,47
12000000,15,6,1984,41,47
15000000,40,9,1974,51,47
9300000,15,2,1985,40,47
130000000,105,8,1989,36,47
69000000,70,12,1995,30,47
83000000,55,3,2020,5,47
85000000,55,4,2020,5,47
18000000,35,2,1990,35,47
80000000,85,8,2008,17,47
38000000,45,5,1999,26,47
17000000,40,3,1971,54,47
39000000,50,2,1971,54,47
27000000,35,2,1976,49,47
59000000,55,6,2016,9,47
62000000,65,10,1997,28,47
98000000,95,9,2005,20,47
20000000,35,2,1982,43,47
70000000,55,4,2019,6,47
95000000,85,2,1985,40,47
75000000,55,4,2013,12,47
60000000,55,4,2000,25,47
64000000,60,7,1999,26,47
84000000,65,3,2013,12,47
97000000,70,10,2014,11,47
160000000,70,1,2022,3,47
43000000,45,8,1981,44,47
160000000,70,1,2022,3,47
16000000,30,6,1982,43,47
30000000,30,9,2001,24,47
88000000,50,2,2011,14,47
130000000,75,2,2011,14,47
23000000,35,3,1982,43,47
14000000,25,5,1982,43,47
150000000,70,2,2011,14,47
53000000,45,12,2003,22,47
140000000,75,1,2007,18,47
29000000,35,5,1980,45,47
80000000,55,10,2019,6,47
35000000,45,13,1985,40,47
34000000,30,11,2001,24,47
32000000,45,5,1982,43,47
53000000,55,9,1985,40,47
95000000,55,4,2022,3,47
53000000,40,3,2016,9,47
25000000,40,3,1982,43,47
23000000,25,7,2003,22,47
83000000,60,7,2012,13,47
96000000,60,4,2022,3,47
44000000,55,7,1996,29,47
59000000,70,9,2017,8,47
20000000,50,8,1971,54,47
17000000,25,6,2011,14,47
63000000,75,5,2003,22,47
12000000,60,6,1971,54,47
7500000,55,6,1971,54,47
36000000,40,7,2010,15,47
23000000,20,10,2000,25,47
35000000,45,5,1986,39,47
39000000,35,12,2004,21,47
28000000,20,15,2010,15,47
63000000,65,11,2005,20,47
78000000,20,10,1990,35,47
40000000,25,8,2023,2,47
39000000,25,8,2023,2,47
80000000,80,8,2008,17,47
39000000,40,3,1999,26,47
73000000,65,8,2005,20,47
5000000,15,4,1988,37,47
34000000,35,8,2009,16,47
21000000,20,8,2007,18,47
7100000,15,6,1988,37,47
41000000,50,7,2002,23,47
7000000,10,5,1984,41,47
31000000,20,5,2014,11,47
86000000,65,5,2017,8,47
25000000,20,5,2013,12,47
52000000,60,4,1997,28,47
29000000,20,2,2016,9,47
69000000,60,11,1997,28,47
120000000,75,6,2010,15,47
22000000,20,3,2005,20,47
23000000,20,6,1998,27,47
83000000,80,4,2006,19,47
31000000,25,9,2019,6,47
51000000,50,3,2001,24,47
71000000,60,2,1999,26,47
27000000,20,3,1999,26,47
65000000,55,6,1994,31,47
38000000,25,5,2019,6,47
12000000,15,4,1992,33,47
43000000,40,4,1979,46,47
31000000,50,11,1977,48,47
28000000,20,4,2013,12,47
55000000,60,7,2002,23,47
110000000,75,6,2010,15,47
48000000,40,10,2010,15,47
30000000,25,9,2016,9,47
31000000,60,3,1996,29,47
66000000,60,5,1998,27,47
34000000,55,8,1971,54,47
28000000,40,12,1991,34,47
61000000,50,4,1999,26,47
21000000,30,4,2000,25,47
24000000,20,2,2011,14,47
24000000,20,12,2009,16,47
75000000,75,8,2001,24,47
14000000,15,5,1989,36,47
44000000,45,3,1992,33,47
54000000,55,7,1977,48,47
30000000,45,2,1973,52,47
38000000,25,4,2018,7,47
110000000,120,7,1989,36,47
24000000,20,8,2001,24,47
53000000,35,3,2016,9,47
24000000,20,6,2012,13,47
20000000,40,7,1971,54,47
23000000,15,2,2003,22,47
21000000,25,3,2010,15,47
42000000,30,6,1996,29,47
23000000,20,10,1998,27,47
130000000,90,6,2005,20,47
46000000,65,9,2008,17,6
31000000,60,8,1985,40,6
39000000,60,3,2007,18,6
55000000,75,3,2007,18,6
55000000,85,12,2005,20,6
41000000,60,9,2018,7,6
55000000,65,8,2008,17,6
53000000,70,10,2012,13,6
47000000,75,8,2005,20,6
62000000,75,6,2019,6,6
62000000,70,6,2019,6,6
48000000,70,12,1995,30,6
70000000,70,4,2016,9,6
73000000,75,4,2015,10,6
47000000,50,1,2019,6,6
53000000,75,8,2005,20,6
59000000,75,6,2019,6,6
53000000,60,6,2016,9,6
66000000,85,6,2019,6,6
60000000,70,6,2019,6,6
57000000,80,3,2004,21,6
53000000,60,11,2019,6,6
24000000,50,11,1981,44,6
62000000,75,10,2018,7,6
55000000,65,10,2018,7,6
63000000,80,7,2003,22,6
35000000,30,10,2022,3,6
44000000,70,10,2008,17,6
58000000,80,23,2020,5,6
22000000,40,9,1984,41,6
30000000,65,9,1975,50,6
19000000,60,19,1988,37,6
51000000,85,15,2012,13,6
